"team1","Schl","Result","year","outcome","Year.x","Random.x","Season.x","G.x","W.x","L.x","W.L..x","MP.x","FG.x","FGA.x","FG..x","X2P.x","X2PA.x","X2P..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","PTS.x","SeasonStart.x","Year.y","Random.y","Season.y","G.y","W.y","L.y","W.L..y","MP.y","FG.y","FGA.y","FG..y","X2P.y","X2PA.y","X2P..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","PTS.y","SeasonStart.y","Year"
"Colorado","Illinois","L 49-57",2013,0,13,1823,"2012-13","33","21","12","0.636","6700","775","1788","0.433","597","1271","0.47","178","517","0.344","502","732","0.686","2230","2012",13,891,"2012-13","36","23","13","0.639","7225","858","2084","0.412","578","1211","0.477","280","873","0.321","469","646","0.726","2465","2012",13
"Pacific","Miami (FL)","L 49-78",2013,0,13,1334,"2012-13","35","22","13","0.629","7026","824","1839","0.448","599","1249","0.48","225","590","0.381","471","684","0.689","2344","2012",13,747,"2012-13","36","29","7","0.806","7225","895","1968","0.455","641","1267","0.506","254","701","0.362","465","680","0.684","2509","2012",13
"N.C. A&T","Louisville","L 48-79",2013,0,13,1512,"2012-13","37","20","17","0.541","7425","776","1927","0.403","561","1220","0.46","215","707","0.304","532","809","0.658","2299","2012",13,53,"2012-13","40","35","5","0.875","8125","1048","2300","0.456","818","1609","0.508","230","691","0.333","652","920","0.709","2978","2012",13
"Memphis","Michigan State","L 48-70",2013,0,13,352,"2012-13","36","31","5","0.861","7251","976","2071","0.471","756","1479","0.511","220","592","0.372","509","771","0.66","2681","2012",13,949,"2012-13","36","27","9","0.75","7199","882","1921","0.459","705","1398","0.504","177","523","0.338","507","710","0.714","2448","2012",13
"NW St.","Florida","L 47-79",2013,0,13,621,"2012-13","32","23","9","0.719","6400","919","2007","0.458","730","1404","0.52","189","603","0.313","532","775","0.686","2559","2012",13,415,"2012-13","37","29","8","0.784","7400","960","2010","0.478","660","1216","0.543","300","794","0.378","422","623","0.677","2642","2012",13
"Wisconsin","Ole Miss","L 46-57",2013,0,13,1636,"2012-13","35","23","12","0.657","7100","823","1960","0.42","564","1175","0.48","259","785","0.33","369","582","0.634","2274","2012",13,194,"2012-13","36","27","9","0.75","7275","977","2230","0.438","739","1495","0.494","238","735","0.324","587","866","0.678","2779","2012",13
"New Mexico St.","Saint Louis","L 44-64",2013,0,13,1288,"2012-13","35","24","11","0.686","7050","832","1828","0.455","695","1390","0.5","137","438","0.313","554","845","0.656","2355","2012",13,1164,"2012-13","35","28","7","0.8","7050","808","1812","0.446","598","1195","0.5","210","617","0.34","562","798","0.704","2388","2012",13
"Akron","VCU","L 42-88",2013,0,13,1231,"2012-13","33","26","7","0.788","6700","852","1874","0.455","623","1185","0.526","229","689","0.332","436","678","0.643","2369","2012",13,209,"2012-13","36","27","9","0.75","7252","1010","2243","0.45","729","1443","0.505","281","800","0.351","469","669","0.701","2770","2012",13
"Marquette","Syracuse","L 39-55",2013,0,13,1191,"2012-13","35","26","9","0.743","7100","842","1844","0.457","695","1347","0.516","147","497","0.296","551","755","0.73","2382","2012",13,150,"2012-13","40","30","10","0.75","8050","1007","2293","0.439","774","1597","0.485","233","696","0.335","569","843","0.675","2816","2012",13
"Montana","Syracuse","L 34-81",2013,0,13,1796,"2012-13","32","25","7","0.781","6525","760","1635","0.465","541","1046","0.517","219","589","0.372","499","651","0.767","2238","2012",13,150,"2012-13","40","30","10","0.75","8050","1007","2293","0.439","774","1597","0.485","233","696","0.335","569","843","0.675","2816","2012",13
"Michigan State","Delaware","W 93-78",2014,1,14,94,"2013-14","38","29","9","0.763","7674","1024","2159","0.474","717","1376","0.521","307","783","0.392","515","728","0.707","2870","2013",14,187,"2013-14","35","25","10","0.714","7027","936","2108","0.444","684","1381","0.495","252","727","0.347","658","925","0.711","2782","2013",14
"Iowa State","N.C. Central","W 93-75",2014,1,14,50,"2013-14","36","28","8","0.778","7324","1062","2239","0.474","761","1399","0.544","301","840","0.358","564","814","0.693","2989","2013",14,738,"2013-14","34","28","6","0.824","6901","847","1832","0.462","663","1287","0.515","184","545","0.338","635","872","0.728","2513","2013",14
"UConn","St. Joseph's","W 89-81 (OT)",2014,1,14,92,"2013-14","40","32","8","0.8","8050","971","2163","0.449","684","1422","0.481","287","741","0.387","644","829","0.777","2873","2013",14,1004,"2013-14","34","24","10","0.706","6825","840","1789","0.47","590","1129","0.523","250","660","0.379","503","780","0.645","2433","2013",14
"Texas","Arizona State","W 87-85",2014,1,14,518,"2013-14","35","24","11","0.686","7025","905","2095","0.432","727","1550","0.469","178","545","0.327","610","909","0.671","2598","2013",14,813,"2013-14","33","21","12","0.636","6725","836","1852","0.451","568","1164","0.488","268","688","0.39","546","787","0.694","2486","2013",14
"Oregon","BYU","W 87-68",2014,1,14,181,"2013-14","34","24","10","0.706","6925","928","1977","0.469","669","1311","0.51","259","666","0.389","668","865","0.772","2783","2013",14,67,"2013-14","35","23","12","0.657","7123","1012","2186","0.463","835","1687","0.495","177","499","0.355","730","1055","0.692","2931","2013",14
"Tennessee","UMass","W 86-67",2014,1,14,369,"2013-14","37","24","13","0.649","7450","927","2048","0.453","722","1417","0.51","205","631","0.325","613","852","0.719","2672","2013",14,771,"2013-14","33","24","9","0.727","6625","900","1962","0.459","723","1450","0.499","177","512","0.346","525","769","0.683","2502","2013",14
"Arizona State","Texas","L 85-87",2014,0,14,813,"2013-14","33","21","12","0.636","6725","836","1852","0.451","568","1164","0.488","268","688","0.39","546","787","0.694","2486","2013",14,518,"2013-14","35","24","11","0.686","7025","905","2095","0.432","727","1550","0.469","178","545","0.327","610","909","0.671","2598","2013",14
"Gonzaga","Oklahoma State","W 85-77",2014,1,14,218,"2013-14","36","29","7","0.806","7105","972","1963","0.495","717","1320","0.543","255","643","0.397","562","793","0.709","2761","2013",14,266,"2013-14","34","21","13","0.618","6954","898","1941","0.463","659","1285","0.513","239","656","0.364","693","964","0.719","2728","2013",14
"Wisconsin","Oregon","W 85-77",2014,1,14,170,"2013-14","38","30","8","0.789","7625","927","2019","0.459","630","1229","0.513","297","790","0.376","642","861","0.746","2793","2013",14,181,"2013-14","34","24","10","0.706","6925","928","1977","0.469","669","1311","0.51","259","666","0.389","668","865","0.772","2783","2013",14
"Baylor","Creighton","W 85-55",2014,1,14,115,"2013-14","38","26","12","0.684","7698","959","2108","0.455","679","1383","0.491","280","725","0.386","645","949","0.68","2843","2013",14,227,"2013-14","35","27","8","0.771","7000","957","1927","0.497","601","1068","0.563","356","859","0.414","486","654","0.743","2756","2013",14
"Iowa State","UNC","W 85-83",2014,1,14,50,"2013-14","36","28","8","0.778","7324","1062","2239","0.474","761","1399","0.544","301","840","0.358","564","814","0.693","2989","2013",14,507,"2013-14","34","24","10","0.706","6851","953","2057","0.463","807","1623","0.497","146","434","0.336","552","882","0.626","2604","2013",14
"Arizona","Gonzaga","W 84-61",2014,1,14,211,"2013-14","38","33","5","0.868","7701","996","2123","0.469","792","1562","0.507","204","561","0.364","573","870","0.659","2769","2013",14,218,"2013-14","36","29","7","0.806","7105","972","1963","0.495","717","1320","0.543","255","643","0.397","562","793","0.709","2761","2013",14
"Saint Louis","NC State","W 83-80 (OT)",2014,1,14,1206,"2013-14","34","27","7","0.794","6875","829","1869","0.444","639","1268","0.504","190","601","0.316","526","755","0.697","2374","2013",14,614,"2013-14","36","22","14","0.611","7301","950","2060","0.461","790","1535","0.515","160","525","0.305","501","762","0.657","2561","2013",14
"UNC","Iowa State","L 83-85",2014,0,14,507,"2013-14","34","24","10","0.706","6851","953","2057","0.463","807","1623","0.497","146","434","0.336","552","882","0.626","2604","2013",14,50,"2013-14","36","28","8","0.778","7324","1062","2239","0.474","761","1399","0.544","301","840","0.358","564","814","0.693","2989","2013",14
"Tennessee","Mercer","W 83-63",2014,1,14,369,"2013-14","37","24","13","0.649","7450","927","2048","0.453","722","1417","0.51","205","631","0.325","613","852","0.719","2672","2013",14,123,"2013-14","36","27","9","0.75","7462","982","2061","0.476","692","1305","0.53","290","756","0.384","582","791","0.736","2836","2013",14
"Dayton","Stanford","W 82-72",2014,1,14,372,"2013-14","37","26","11","0.703","7450","935","2018","0.463","692","1374","0.504","243","644","0.377","558","819","0.681","2671","2013",14,484,"2013-14","36","23","13","0.639","7226","896","1950","0.459","688","1379","0.499","208","571","0.364","616","877","0.702","2616","2013",14
"Cal Poly","Texas Southern","W 81-69",2014,1,14,2196,"2013-14","34","14","20","0.412","6800","754","1850","0.408","536","1196","0.448","218","654","0.333","415","603","0.688","2141","2013",14,554,"2013-14","34","19","15","0.559","6900","857","1854","0.462","640","1251","0.512","217","603","0.36","653","910","0.718","2584","2013",14
"St. Joseph's","UConn","L 81-89 (OT)",2014,0,14,1004,"2013-14","34","24","10","0.706","6825","840","1789","0.47","590","1129","0.523","250","660","0.379","503","780","0.645","2433","2013",14,92,"2013-14","40","32","8","0.8","8050","971","2163","0.449","684","1422","0.481","287","741","0.387","644","829","0.777","2873","2013",14
"UConn","Iowa State","W 81-76",2014,1,14,92,"2013-14","40","32","8","0.8","8050","971","2163","0.449","684","1422","0.481","287","741","0.387","644","829","0.777","2873","2013",14,50,"2013-14","36","28","8","0.778","7324","1062","2239","0.474","761","1399","0.544","301","840","0.358","564","814","0.693","2989","2013",14
"NC State","Saint Louis","L 80-83 (OT)",2014,0,14,614,"2013-14","36","22","14","0.611","7301","950","2060","0.461","790","1535","0.515","160","525","0.305","501","762","0.657","2561","2013",14,1206,"2013-14","34","27","7","0.794","6875","829","1869","0.444","639","1268","0.504","190","601","0.316","526","755","0.697","2374","2013",14
"North Dakota St.","Oklahoma","W 80-75 (OT)",2014,1,14,797,"2013-14","33","26","7","0.788","6625","888","1759","0.505","712","1276","0.558","176","483","0.364","540","719","0.751","2492","2013",14,308,"2013-14","33","23","10","0.697","6676","909","2034","0.447","624","1282","0.487","285","752","0.379","601","802","0.749","2704","2013",14
"Kansas","Eastern Ky.","W 80-69",2014,1,14,214,"2013-14","35","25","10","0.714","7048","955","1937","0.493","766","1381","0.555","189","556","0.34","665","935","0.711","2764","2013",14,360,"2013-14","34","24","10","0.706","6824","881","1810","0.487","566","1003","0.564","315","807","0.39","600","798","0.752","2677","2013",14
"Michigan State","Harvard","W 80-73",2014,1,14,94,"2013-14","38","29","9","0.763","7674","1024","2159","0.474","717","1376","0.521","307","783","0.392","515","728","0.707","2870","2013",14,1341,"2013-14","32","27","5","0.844","6500","786","1691","0.465","602","1213","0.496","184","478","0.385","587","811","0.724","2343","2013",14
"UNC","Providence","W 79-77",2014,1,14,507,"2013-14","34","24","10","0.706","6851","953","2057","0.463","807","1623","0.497","146","434","0.336","552","882","0.626","2604","2013",14,602,"2013-14","35","23","12","0.657","7250","849","1984","0.428","631","1356","0.465","218","628","0.347","650","831","0.782","2566","2013",14
"Michigan","Texas","W 79-65",2014,1,14,253,"2013-14","37","28","9","0.757","7450","945","1982","0.477","626","1188","0.527","319","794","0.402","527","691","0.763","2736","2013",14,518,"2013-14","35","24","11","0.686","7025","905","2095","0.432","727","1550","0.469","178","545","0.327","610","909","0.671","2598","2013",14
"Florida","UCLA","W 79-68",2014,1,14,271,"2013-14","39","36","3","0.923","7799","945","2056","0.46","690","1345","0.513","255","711","0.359","582","871","0.668","2727","2013",14,40,"2013-14","37","28","9","0.757","7450","1073","2196","0.489","844","1593","0.53","229","603","0.38","628","839","0.749","3003","2013",14
"Tennessee","Iowa","W 78-65 (OT)",2014,1,14,369,"2013-14","37","24","13","0.649","7450","927","2048","0.453","722","1417","0.51","205","631","0.325","613","852","0.719","2672","2013",14,337,"2013-14","33","20","13","0.606","6693","919","1984","0.463","728","1438","0.506","191","546","0.35","660","898","0.735","2689","2013",14
"Delaware","Michigan State","L 78-93",2014,0,14,187,"2013-14","35","25","10","0.714","7027","936","2108","0.444","684","1381","0.495","252","727","0.347","658","925","0.711","2782","2013",14,94,"2013-14","38","29","9","0.763","7674","1024","2159","0.474","717","1376","0.521","307","783","0.392","515","728","0.707","2870","2013",14
"Mercer","Duke","W 78-71",2014,1,14,123,"2013-14","36","27","9","0.75","7462","982","2061","0.476","692","1305","0.53","290","756","0.384","582","791","0.736","2836","2013",14,242,"2013-14","35","26","9","0.743","7025","929","2020","0.46","613","1219","0.503","316","801","0.395","571","783","0.729","2745","2013",14
"Kentucky","Wichita State","W 78-76",2014,1,14,47,"2013-14","40","29","11","0.725","8074","1004","2213","0.454","801","1602","0.5","203","611","0.332","781","1146","0.682","2992","2013",14,305,"2013-14","36","35","1","0.972","7223","896","1942","0.461","646","1229","0.526","250","713","0.351","664","916","0.725","2706","2013",14
"Virginia","Memphis","W 78-60",2014,1,14,943,"2013-14","37","30","7","0.811","7428","855","1884","0.454","649","1325","0.49","206","559","0.369","533","792","0.673","2449","2013",14,492,"2013-14","34","24","10","0.706","6850","958","2009","0.477","776","1457","0.533","182","552","0.33","516","801","0.644","2614","2013",14
"Pitt","Colorado","W 77-48",2014,1,14,552,"2013-14","36","26","10","0.722","7332","895","1944","0.46","712","1422","0.501","183","522","0.351","613","861","0.712","2586","2013",14,920,"2013-14","35","23","12","0.657","7075","814","1871","0.435","633","1302","0.486","181","569","0.318","648","903","0.718","2457","2013",14
"Syracuse","Western Mich.","W 77-53",2014,1,14,1469,"2013-14","34","28","6","0.824","6850","819","1873","0.437","652","1368","0.477","167","505","0.331","506","715","0.708","2311","2013",14,1210,"2013-14","33","23","10","0.697","6701","779","1684","0.463","584","1091","0.535","195","593","0.329","620","856","0.724","2373","2013",14
"Oklahoma State","Gonzaga","L 77-85",2014,0,14,266,"2013-14","34","21","13","0.618","6954","898","1941","0.463","659","1285","0.513","239","656","0.364","693","964","0.719","2728","2013",14,218,"2013-14","36","29","7","0.806","7105","972","1963","0.495","717","1320","0.543","255","643","0.397","562","793","0.709","2761","2013",14
"Providence","UNC","L 77-79",2014,0,14,602,"2013-14","35","23","12","0.657","7250","849","1984","0.428","631","1356","0.465","218","628","0.347","650","831","0.782","2566","2013",14,507,"2013-14","34","24","10","0.706","6851","953","2057","0.463","807","1623","0.497","146","434","0.336","552","882","0.626","2604","2013",14
"Stephen F. Austin","VCU","W 77-75 (OT)",2014,1,14,383,"2013-14","35","32","3","0.914","7050","922","1992","0.463","674","1274","0.529","248","718","0.345","569","800","0.711","2661","2013",14,463,"2013-14","35","26","9","0.743","7100","922","2196","0.42","662","1452","0.456","260","744","0.349","520","772","0.674","2624","2013",14
"UConn","Villanova","W 77-65",2014,1,14,92,"2013-14","40","32","8","0.8","8050","971","2163","0.449","684","1422","0.481","287","741","0.387","644","829","0.777","2873","2013",14,402,"2013-14","34","29","5","0.853","6925","870","1907","0.456","566","1052","0.538","304","855","0.356","607","848","0.716","2651","2013",14
"Oregon","Wisconsin","L 77-85",2014,0,14,181,"2013-14","34","24","10","0.706","6925","928","1977","0.469","669","1311","0.51","259","666","0.389","668","865","0.772","2783","2013",14,170,"2013-14","38","30","8","0.789","7625","927","2019","0.459","630","1229","0.513","297","790","0.376","642","861","0.746","2793","2013",14
